book_id,title,author,isbn,publication_year,category,source,summary,openlibrary_key,gutenberg_id,google_books_id,text_available,text_source
26219454e837,Environmental Conflict Resolution,Gail Bingham,,1981,Conflict Resolution,google_books,,,,ff5EAQAAIAAJ,,
d4a2369f4676,Ethnopolitics and Conflict Resolution,Lynn Eden,,1995,Conflict Resolution,google_books,,,,SvvwAAAAMAAJ,,
3a0a04cbfe0a,Fierce Conversations: Achieving Success at Work and in Life One Conversation at a Time,Susan Scott,9780425193372,2004,Conflict Resolution,curated_seed,,,,,,
98543f1156fa,Gandhi Marg,,,2005,Conflict Resolution,google_books,,,,m28wAQAAIAAJ,,
a2bb955f148c,Handbook of Conflict Management,William J. Pammer,9780824742577,2003,Conflict Resolution,google_books,"The Handbook of Conflict Management cuts across theoretical perspectives, strategic models, and situational contexts as the first all-encompassing conflict management reference. A young field in both research and practice, this foundational text sets precedents for furthering academic study and real-world progress in managing diverse instances of conflict. It draws on more than 600 references to probe sources of conflict and to prescribe means of reducing tension in organizational, institutional, and community settings. Introducing core themes and issues into the dialogue, the handbook provides techniques to promote peaceful negotiation, cooperation, and consensus.",,,iVc4aoGD_nwC,,
1951390ba5ea,Handbook of Family Measurement Techniques: Abstracts,John Touliatos,9780803972506,2000,Conflict Resolution,google_books,This three-volume handbook represents a significant and indispensable reference tool for those studying the family. Vol. 1 contains full abstracts of 504 instruments plus abbreviated descriptions of another 472. Basic scale construction issues can be examined through the combined use of Vol. 2 & 3. An excellent reference tool that will fulfil researchers and clinicians need for quality instrumentation.,,,Ip0VA5O3KmIC,,
0d8a41d33e49,High Conflict: Why We Get Trapped and How We Get Out,Amanda Ripley,9781982128562,2021,Conflict Resolution,curated_seed,,,,,,
c132e53f40db,Inter-ethnic and Religious Conflict Resolution in Nigeria,Ernest E. Uwazie,9780739100332,1999,Conflict Resolution,google_books,"Since 1982, Nigeria has experienced more than ten large scale ethnic or religious riots in its major cities. These violent clashes have wreaked economic, political, and social havoc; caused an enormous number of deaths and injuries; and posed serious obstacles to Nigeria's sociopolitical development as well as retarded efforts at nation-building. The papers collected in this book serve as a critical part of an overall objective to develop and promote mechanisms for the understanding and resolution of ethnic and religious conflicts in Nigeria. Both academic and community leaders address various aspects of these conflicts, and Uwazie offers several thoughtful options for their successful resolution. Inter-Ethnic and Religious Conflict Resolution in Nigeria will interest students of African history and current affairs, scholars of anthropology and ethnicity studies, and those involved in international relations and peace studies.",,,GmmA9dcYaGgC,,
a2fb7c2d84e2,International Conflict Resolution 2nd Ed.,Charles Hauss,,2010,Conflict Resolution,google_books,"Using a broad range of case studies, this book examines conflict and the international relations facing the world today.",,,mURDAQAAIAAJ,,
519893ca0276,"International Crisis Management: NATO, EU, OSCE and Civil Society",Oleksandr Tytarchuk,9781614996415,2016,Conflict Resolution,google_books,"Since the end of the Cold War, numerous conflicts have emerged within the Euro-Atlantic and Eurasian space which have affected international relations and highlighted the need for effective strategies for conflict resolution and management. This book presents papers delivered at the NATO Advanced Research Workshop (ARW), Best Practices and Lessons Learned in Conflict Management, held in Bratislava, Slovak Republic, in June 2015. The authors of these texts are recognized authorities within their fields of expertise. Issues raised by the conflict in Ukraine were the main focus of the workshop, as they are of this book, but it also contains valuable information about situations in other countries such as the Republic of Moldova, Afghanistan, Bosnia and Herzegovina, and Belarus. The book presents an analysis of the theoretical background of conflict management and its relevance for multilateral security institutions. It explores various approaches to conflict management, discusses possible future developments, examines new aspects of conflict resolution and outlines the role of international organizations and civil society in these processes. Providing an overview of current thought in the field, this book will be of interest to all those involved in or connected with the processes of conflict management and resolution.",,,RLktDAAAQBAJ,,
